source,title,total_price_yuan,unit_price_yuan_per_m2,area_m2,rooms,location,city,district,block,page
esf,3室1厅锋尚国际公寓,16800000.0,113116.0,148.52,3室1厅,万柳,北京,海淀,万柳,4
esf,新上 橡树园中间楼 南北稀雀大五室 前后不临街户型方正 急售,24700000.0,131278.0,188.15,4室2厅,万柳,北京,海淀,万柳,4
esf,4室2厅碧水云天2期,33000000.0,181328.0,181.99,4室2厅,万柳,北京,海淀,万柳,4
esf,蜂鸟社区1室1厅精装修,7990000.0,102226.0,78.16,1室1厅,万柳,北京,海淀,万柳,4
esf,3室2厅万泉新新家园,18500000.0,135204.0,136.83,3室2厅,万柳,北京,海淀,万柳,4
esf,万柳万泉新新家园 三卧室南观景房 远眺佛香阁 四十平客厅,24800000.0,150576.0,164.7,3室2厅,万柳,北京,海淀,万柳,4
esf,4室2厅万泉新新家园,32800000.0,127131.0,258.0,4室2厅,万柳,北京,海淀,万柳,4
esf,2室1厅锋尚国际公寓,12990000.0,131212.0,99.0,2室1厅,万柳,北京,海淀,万柳,4
esf,2室1厅锋尚国际公寓,12990000.0,131212.0,99.0,2室1厅,万柳,北京,海淀,万柳,4
esf,锋尚国际公寓 3室2厅2卫 两房朝南 品质小区,17990000.0,122497.0,146.86,3室2厅,万柳,北京,海淀,万柳,4
esf,光大花园 3室2厅2卫 全南户型 带飘窗,15800000.0,104767.0,150.81,3室2厅,万柳,北京,海淀,万柳,4
esf,3室2厅光大水墨风景,21500000.0,146109.0,147.15,3室2厅,万柳,北京,海淀,万柳,4
esf,4室2厅万泉新新家园,32800000.0,127131.0,258.0,4室2厅,万柳,北京,海淀,万柳,4
esf,万泉新新家园 3室2厅2卫 主卧朝南 客厅朝南,25600000.0,139944.0,182.93,3室2厅,万柳,北京,海淀,万柳,4
esf,阳春光华 3室2厅2卫 格局方正 客厅带阳台,20000000.0,132502.0,150.94,3室2厅,万柳,北京,海淀,万柳,4
esf,万柳书院5室2厅豪华装修,85000000.0,205497.0,413.63,5室2厅,万柳,北京,海淀,万柳,4
esf,4室2厅万城华府龙园,76000000.0,247130.0,307.53,4室2厅,万柳,北京,海淀,万柳,4
esf,2室2厅万城华府龙园,24000000.0,209442.0,114.59,2室2厅,万柳,北京,海淀,万柳,4
esf,2室2厅阳春光华枫树园,11000000.0,102803.0,107.0,2室2厅,万柳,北京,海淀,万柳,4
esf,万泉新新家园 55平1居 东向精装修 安静不临街,6400000.0,116363.0,55.0,1室1厅,万柳,北京,海淀,万柳,4
esf,3室2厅光大水墨风景,21900000.0,145399.0,150.62,3室2厅,万柳,北京,海淀,万柳,4
esf,万泉新新家园 160平3居 南北向精装修 拎包入住,26800000.0,167500.0,160.0,3室2厅,万柳,北京,海淀,万柳,4
esf,3室2厅碧水云天2期,17500000.0,139675.0,125.29,3室2厅,万柳,北京,海淀,万柳,4
esf,万泉新新家园 3室2厅2卫 主卧朝南,25600000.0,139944.0,182.93,3室2厅,万柳,北京,海淀,万柳,4
esf,南北通透涧桥泊屋3室2厅精装修,25800000.0,150279.0,171.68,3室2厅,万柳,北京,海淀,万柳,4
esf,涧桥泊屋馆 3室2厅2卫 格局方正 品质小区,26800000.0,164902.0,162.52,3室2厅,万柳,北京,海淀,万柳,4
esf,万泉新新家园 169.6平3居 南北向精装修 自住保养好,22900000.0,135023.0,169.6,3室2厅,万柳,北京,海淀,万柳,4
esf,3室2厅阳春光华枫树园,14300000.0,113222.0,126.3,3室2厅,万柳,北京,海淀,万柳,4
esf,2室1厅锋尚国际公寓,12990000.0,131212.0,99.0,2室1厅,万柳,北京,海淀,万柳,4
esf,3室2厅阳春光华枫树园,18000000.0,113708.0,158.3,3室2厅,万柳,北京,海淀,万柳,4
esf,锋尚国际公寓 2室1厅1卫 格局方正 品质小区,12900000.0,122495.0,105.31,2室1厅,万柳,北京,海淀,万柳,4
esf,万泉新新家园 237.95平4居 南北向简装修 拎包入住,39800000.0,167262.0,237.95,4室2厅,万柳,北京,海淀,万柳,4
esf,光大花园1室1厅精装修,7400000.0,96757.0,76.48,1室1厅,万柳,北京,海淀,万柳,4
esf,4室2厅万泉新新家园,43350000.0,182181.0,237.95,4室2厅,万柳,北京,海淀,万柳,4
esf,3室1厅碧水云天2期,18880000.0,131111.0,144.0,3室1厅,万柳,北京,海淀,万柳,4
esf,万柳园!三环内!采光充足!近地铁双轨!南北通透精装修!,2380000.0,43709.0,54.45,2室1厅,万柳,北京,海淀,万柳,4
esf,3室2厅碧水云天1期,18000000.0,131386.0,137.0,3室2厅,万柳,北京,海淀,万柳,4
esf,南北通透小南庄3室2厅精装修,11200000.0,82656.0,135.5,3室2厅,万柳,北京,海淀,万柳,4
esf,光大花园 2室1厅1卫 经典实用 品质小区,14000000.0,133231.0,105.08,2室1厅,万柳,北京,海淀,万柳,4
esf,3室2厅阳春光华枫树园,17000000.0,118178.0,143.85,3室2厅,万柳,北京,海淀,万柳,4
esf,4室1厅锋尚国际公寓,24800000.0,160705.0,154.32,4室1厅,万柳,北京,海淀,万柳,4
esf,阳春光华枫树园 142.54平3居 西南向精装修 视野无遮挡,15500000.0,108741.0,142.54,3室2厅,万柳,北京,海淀,万柳,4
esf,4室2厅万城华府海园,70000000.0,219690.0,318.63,4室2厅,万柳,北京,海淀,万柳,4
esf,3室2厅碧水云天1期,19500000.0,141921.0,137.4,3室2厅,万柳,北京,海淀,万柳,4
esf,南北通透涧桥泊屋3室2厅精装修,25500000.0,155175.0,164.33,3室2厅,万柳,北京,海淀,万柳,4
esf,南北通透涧桥泊屋3室2厅精装修,25800000.0,150279.0,171.68,3室2厅,万柳,北京,海淀,万柳,4
esf,3室2厅阳春光华橡树园,18800000.0,137036.0,137.19,3室2厅,万柳,北京,海淀,万柳,4
esf,康桥水郡3室2厅豪华装修,17800000.0,144715.0,123.0,3室2厅,万柳,北京,海淀,万柳,4
esf,南北通透涧桥泊屋2室1厅精装修,14500000.0,113993.0,127.2,2室1厅,万柳,北京,海淀,万柳,4
esf,新起点嘉园3室2厅精装修,16880000.0,106801.0,158.05,3室2厅,万柳,北京,海淀,万柳,5
esf,光大花园3室2厅豪华装修,17300000.0,114569.0,151.0,3室2厅,万柳,北京,海淀,万柳,5
esf,蜂鸟家园 1室0厅1卫 客厅带阳台 客厅朝南,5680000.0,109567.0,51.84,1室0厅,万柳,北京,海淀,万柳,5
esf,2室2厅阳春光华枫树园,11000000.0,102803.0,107.0,2室2厅,万柳,北京,海淀,万柳,5
esf,4室2厅万泉新新家园,33990000.0,147776.0,230.01,4室2厅,万柳,北京,海淀,万柳,5
esf,3室2厅阳春光华枫树园,16600000.0,109933.0,151.0,3室2厅,万柳,北京,海淀,万柳,5
esf,5室2厅碧水云天2期,35000000.0,148405.0,235.84,5室2厅,万柳,北京,海淀,万柳,5
esf,懋源·璟岳4室2厅豪华装修,24800000.0,123101.0,201.46,4室2厅,万柳,北京,海淀,万柳,5
esf,3室2厅万泉新新家园,22900000.0,135023.0,169.6,3室2厅,万柳,北京,海淀,万柳,5
esf,4室2厅万泉新新家园,32800000.0,127131.0,258.0,4室2厅,万柳,北京,海淀,万柳,5
esf,涧桥泊屋3室2厅豪华装修,17800000.0,139816.0,127.31,3室2厅,万柳,北京,海淀,万柳,5
esf,3室2厅光大水墨风景,21500000.0,146109.0,147.15,3室2厅,万柳,北京,海淀,万柳,5
esf,懋源·璟岳4室2厅豪华装修,21500000.0,131201.0,163.87,4室2厅,万柳,北京,海淀,万柳,5
esf,怡水园3室2厅企业推荐房源,15250000.0,94720.0,161.0,3室2厅,万柳,北京,海淀,万柳,5
esf,海淀西三环 人车分流社区 精装修 4室2厅阳春光华枫树园,22900000.0,129378.0,177.0,4室2厅,海淀,北京,海淀,万柳,5
esf,3室2厅万泉新新家园,27200000.0,169565.0,160.41,3室2厅,万柳,北京,海淀,万柳,5
esf,3室2厅阳春光华橡树园,18800000.0,137036.0,137.19,3室2厅,万柳,北京,海淀,万柳,5
esf,万泉新新家园 1室0厅1卫 品质小区 格局方正,6500000.0,114075.0,56.98,1室0厅,万柳,北京,海淀,万柳,5
esf,光大花园2室1厅精装修,9300000.0,100000.0,93.0,2室1厅,万柳,北京,海淀,万柳,5
esf,蜂鸟家园 1室1厅1卫 品质小区 格局方正,6500000.0,136554.0,47.6,1室1厅,万柳,北京,海淀,万柳,5
esf,蜂鸟家园 1室1厅1卫 格局方正 品质小区,5500000.0,120746.0,45.55,1室1厅,万柳,北京,海淀,万柳,5
esf,南北通透涧桥泊屋3室2厅精装修,26500000.0,170133.0,155.76,3室2厅,万柳,北京,海淀,万柳,5
esf,碧水云天二期精装复式 位置好 观景房 利用率高 急售,43000000.0,180157.0,238.68,4室2厅,万柳,北京,海淀,万柳,5
esf,"在寂静中品味,在喧闹中生活,此房安闲舒适,是您的选择!",43000000.0,140983.0,305.0,7室2厅,万柳,北京,海淀,万柳,5
esf,3室2厅万泉新新家园,26800000.0,167500.0,160.0,3室2厅,万柳,北京,海淀,万柳,5
esf,南北通透康桥水郡3室1厅精装修,16990000.0,133779.0,127.0,3室1厅,万柳,北京,海淀,万柳,5
esf,怡水园5室2厅精装修,35000000.0,137947.0,253.72,5室2厅,万柳,北京,海淀,万柳,5
esf,4室2厅万城华府海园,70000000.0,220146.0,317.97,4室2厅,万柳,北京,海淀,万柳,5
esf,南北通透康桥水郡2室2厅精装修,17400000.0,136652.0,127.33,2室2厅,万柳,北京,海淀,万柳,5
esf,万泉新新家园 316平 俯瞰园区 豪装 南北通透 五居室,54000000.0,170886.0,316.0,5室3厅,万柳,北京,海淀,万柳,5
esf,涧桥泊屋3室2厅豪华装修,17800000.0,139816.0,127.31,3室2厅,万柳,北京,海淀,万柳,5
esf,万柳书院5室2厅豪华装修,85000000.0,205497.0,413.63,5室2厅,万柳,北京,海淀,万柳,5
esf,3室2厅万泉新新家园,25600000.0,139890.0,183.0,3室2厅,万柳,北京,海淀,万柳,5
esf,涧桥泊屋2室2厅精装修,16500000.0,135813.0,121.49,2室2厅,万柳,北京,海淀,万柳,5
esf,3室2厅阳春光华枫树园,16600000.0,109933.0,151.0,3室2厅,万柳,北京,海淀,万柳,5
esf,南北通透涧桥泊屋3室2厅精装修,25800000.0,150279.0,171.68,3室2厅,万柳,北京,海淀,万柳,5
esf,锋尚国际公寓 3室2厅2卫 电梯房 品质小区,14680000.0,118492.0,123.89,3室2厅,万柳,北京,海淀,万柳,5
esf,7室2厅碧水云天2期,43000000.0,140983.0,305.0,7室2厅,万柳,北京,海淀,万柳,5
esf,2室1厅阳春光华枫树园,11500000.0,127777.0,90.0,2室1厅,万柳,北京,海淀,万柳,5
esf,3室2厅万泉新新家园,26800000.0,167500.0,160.0,3室2厅,万柳,北京,海淀,万柳,5
esf,阳春光华 3室2厅2卫 格局方正 客厅带阳台,20000000.0,132502.0,150.94,3室2厅,万柳,北京,海淀,万柳,5
esf,康桥水郡1室1厅企业推荐房源,7100000.0,144661.0,49.08,1室1厅,万柳,北京,海淀,万柳,5
esf,4室2厅万城华府海园,70000000.0,219690.0,318.63,4室2厅,万柳,北京,海淀,万柳,5
esf,万柳 · 阳春光华枫树园 · 2室 · 1厅,11800000.0,132079.0,89.34,2室1厅,万柳,北京,海淀,万柳,5
esf,蜂鸟家园 2室1厅1卫 经典实用 品质小区,9000000.0,112612.0,79.92,2室1厅,万柳,北京,海淀,万柳,5
esf,2室1厅万城华府龙园,19000000.0,213411.0,89.03,2室1厅,万柳,北京,海淀,万柳,5
esf,新起点嘉园3室2厅精装修,16880000.0,106801.0,158.05,3室2厅,万柳,北京,海淀,万柳,5
esf,2室1厅碧水云天2期,12980000.0,131111.0,99.0,2室1厅,万柳,北京,海淀,万柳,5
esf,2室1厅阳春光华枫树园,11500000.0,127777.0,90.0,2室1厅,万柳,北京,海淀,万柳,5
esf,阳春光华 6室3厅3卫 品质小区 主卧朝南,35000000.0,150738.0,232.19,6室3厅,万柳,北京,海淀,万柳,5
esf,3室2厅万泉新新家园,24400000.0,149693.0,163.0,3室2厅,万柳,北京,海淀,万柳,5
esf,3室2厅阳春光华枫树园,14300000.0,111884.0,127.81,3室2厅,万柳,北京,海淀,万柳,5
esf,懋源·璟岳4室2厅豪华装修,25500000.0,122009.0,209.0,4室2厅,万柳,北京,海淀,万柳,5
esf,万泉新新家园 169.6平3居 南北向精装修 自住保养好,22900000.0,135023.0,169.6,3室2厅,万柳,北京,海淀,万柳,5
esf,碧水云天西区 3室2厅2卫 经典实用 品质小区,16500000.0,145618.0,113.31,3室2厅,万柳,北京,海淀,万柳,5
esf,正南新起点嘉园4室3厅精装修,14000000.0,65752.0,212.92,4室3厅,万柳,北京,海淀,万柳,5
esf,阳春光华枫树园 126.3平3居 西南北向精装修 安静不临街,14300000.0,113222.0,126.3,3室2厅,万柳,北京,海淀,万柳,5
esf,万泉新新家园 4室2厅3卫 两房朝南 客厅朝南,45000000.0,181393.0,248.08,4室2厅,万柳,北京,海淀,万柳,5
esf,3室2厅万泉新新家园,25800000.0,150122.0,171.86,3室2厅,万柳,北京,海淀,万柳,5
esf,南北通透涧桥泊屋3室2厅精装修,21800000.0,139698.0,156.05,3室2厅,万柳,北京,海淀,万柳,5
esf,南北通透涧桥泊屋3室2厅精装修,25500000.0,155175.0,164.33,3室2厅,万柳,北京,海淀,万柳,6
esf,5室3厅万城华府龙园,97000000.0,245445.0,395.2,5室3厅,万柳,北京,海淀,万柳,6
esf,光大花园2室1厅精装修,9300000.0,100000.0,93.0,2室1厅,万柳,北京,海淀,万柳,6
esf,万柳华府海园 317平 南北通透 精装大宅 企业推荐房源,70000000.0,220146.0,317.97,4室2厅,万柳,北京,海淀,万柳,6
esf,4室2厅锋尚国际公寓,21800000.0,139743.0,156.0,4室2厅,万柳,北京,海淀,万柳,6
esf,南北通透涧桥泊屋3室2厅精装修,25500000.0,155175.0,164.33,3室2厅,万柳,北京,海淀,万柳,6
esf,3室2厅阳春光华枫树园,14300000.0,113222.0,126.3,3室2厅,万柳,北京,海淀,万柳,6
esf,万泉新新家园 1室0厅1卫 格局方正 品质小区,6500000.0,114075.0,56.98,1室0厅,万柳,北京,海淀,万柳,6
esf,3室2厅碧水云天2期,17200000.0,137281.0,125.29,3室2厅,万柳,北京,海淀,万柳,6
esf,海淀 万柳 万泉新新家园 南北复式 不临街 保养好 有车储,53000000.0,160188.0,330.86,5室3厅,海淀,北京,海淀,万柳,6
esf,4室2厅万城华府海园,75000000.0,259578.0,288.93,4室2厅,万柳,北京,海淀,万柳,6
esf,新上!!业主诚售!!卖掉回老家!带有车位!!看中好谈!!!,25680000.0,144043.0,178.28,4室2厅,万柳,北京,海淀,万柳,6
esf,3室2厅碧水云天2期,20880000.0,150486.0,138.75,3室2厅,万柳,北京,海淀,万柳,6
esf,南北通透康桥水郡2室1厅,16500000.0,129584.0,127.33,2室1厅,万柳,北京,海淀,万柳,6
esf,怡水园5室2厅精装修,35000000.0,137947.0,253.72,5室2厅,万柳,北京,海淀,万柳,6
esf,7室2厅碧水云天2期,43000000.0,140983.0,305.0,7室2厅,万柳,北京,海淀,万柳,6
esf,4室2厅锋尚国际公寓,21800000.0,139743.0,156.0,4室2厅,万柳,北京,海淀,万柳,6
esf,涧桥泊屋3室2厅豪华装修,17800000.0,139816.0,127.31,3室2厅,万柳,北京,海淀,万柳,6
esf,5室3厅万泉新新家园,53000000.0,160188.0,330.86,5室3厅,万柳,北京,海淀,万柳,6
esf,4室3厅碧水云天2期,26500000.0,132898.0,199.4,4室3厅,万柳,北京,海淀,万柳,6
esf,万柳书院3室2厅精装修,62000000.0,225192.0,275.32,3室2厅,万柳,北京,海淀,万柳,6
esf,3室1厅阳春光华橡树园,18500000.0,134849.0,137.19,3室1厅,万柳,北京,海淀,万柳,6
esf,南北通透涧桥泊屋4室2厅,32000000.0,174786.0,183.08,4室2厅,万柳,北京,海淀,万柳,6
esf,2室1厅锋尚国际公寓,12990000.0,131212.0,99.0,2室1厅,万柳,北京,海淀,万柳,6
esf,3室2厅阳春光华枫树园,16600000.0,109933.0,151.0,3室2厅,万柳,北京,海淀,万柳,6
esf,3室2厅碧水云天2期,17200000.0,137281.0,125.29,3室2厅,万柳,北京,海淀,万柳,6
esf,5室2厅万城华府海园,98000000.0,261054.0,375.4,5室2厅,万柳,北京,海淀,万柳,6
esf,4室2厅万城华府海园,70000000.0,219690.0,318.63,4室2厅,万柳,北京,海淀,万柳,6
esf,锋尚国际 二期 恒温恒湿 满五年,15500000.0,110959.0,139.69,2室2厅,万柳,北京,海淀,万柳,6
esf,5室3厅万泉新新家园,53000000.0,160188.0,330.86,5室3厅,万柳,北京,海淀,万柳,6
esf,蜂鸟社区 1室 精装修,6200000.0,140366.0,44.17,1室0厅,万柳,北京,海淀,万柳,6
esf,正南蜂鸟社区1室1厅,6450000.0,136421.0,47.28,1室1厅,万柳,北京,海淀,万柳,6
esf,懋源·璟岳4室2厅豪华装修,21500000.0,131201.0,163.87,4室2厅,万柳,北京,海淀,万柳,6
esf,万柳书院5室2厅豪华装修,85000000.0,205497.0,413.63,5室2厅,万柳,北京,海淀,万柳,6
esf,2室1厅阳春光华枫树园,11500000.0,127777.0,90.0,2室1厅,万柳,北京,海淀,万柳,6
esf,2室2厅锋尚国际公寓,12990000.0,121231.0,107.15,2室2厅,万柳,北京,海淀,万柳,6
esf,光大花园2室1厅精装修,9300000.0,100000.0,93.0,2室1厅,万柳,北京,海淀,万柳,6
esf,南北通透涧桥泊屋2室1厅精装修 有钥匙 可大刀,14500000.0,113993.0,127.2,2室1厅,万柳,北京,海淀,万柳,6
esf,4室2厅万泉新新家园,28500000.0,130249.0,218.81,4室2厅,万柳,北京,海淀,万柳,6
esf,3室2厅碧水云天2期,17500000.0,139675.0,125.29,3室2厅,万柳,北京,海淀,万柳,6
esf,5室3厅万城华府龙园,100000000.0,253710.0,394.15,5室3厅,万柳,北京,海淀,万柳,6
esf,光大花园3室2厅精装修,15800000.0,130578.0,121.0,3室2厅,万柳,北京,海淀,万柳,6
esf,4室2厅万泉新新家园,33990000.0,147776.0,230.01,4室2厅,万柳,北京,海淀,万柳,6
esf,万柳康桥水郡新装修带两车库满两年只有契税,45000000.0,179354.0,250.9,4室2厅,万柳,北京,海淀,万柳,6
esf,光大花园2室1厅精装修,9250000.0,107159.0,86.32,2室1厅,万柳,北京,海淀,万柳,6
esf,3室2厅碧水云天2期,16500000.0,145618.0,113.31,3室2厅,万柳,北京,海淀,万柳,6
esf,怡秀园4室1厅企业推荐房源,10300000.0,85123.0,121.0,4室1厅,万柳,北京,海淀,万柳,6
esf,蜂鸟社区1室1厅精装修,7990000.0,102226.0,78.16,1室1厅,万柳,北京,海淀,万柳,6
esf,2室1厅锋尚国际公寓,12990000.0,131212.0,99.0,2室1厅,万柳,北京,海淀,万柳,6
esf,4室1厅碧水云天1期,28000000.0,155538.0,180.02,4室1厅,万柳,北京,海淀,万柳,6
esf,康桥水郡3室2厅豪华装修,17800000.0,144715.0,123.0,3室2厅,万柳,北京,海淀,万柳,6
esf,3室2厅光大水墨风景,24000000.0,163254.0,147.01,3室2厅,万柳,北京,海淀,万柳,6
esf,3室2厅碧水云天2期,20880000.0,150486.0,138.75,3室2厅,万柳,北京,海淀,万柳,6
esf,2室1厅锋尚国际公寓,12990000.0,131212.0,99.0,2室1厅,万柳,北京,海淀,万柳,6
esf,正南新起点嘉园4室3厅精装修,14000000.0,65752.0,212.92,4室3厅,万柳,北京,海淀,万柳,6
esf,新起点嘉园3室1厅企业推荐房源,9000000.0,82364.0,109.27,3室1厅,万柳,北京,海淀,万柳,6
esf,3室2厅万泉新新家园,26000000.0,152002.0,171.05,3室2厅,万柳,北京,海淀,万柳,6
esf,4室2厅锋尚国际公寓,21800000.0,139743.0,156.0,4室2厅,万柳,北京,海淀,万柳,6
esf,蜂鸟家园 1室1厅1卫 格局方正 品质小区,5950000.0,114291.0,52.06,1室1厅,万柳,北京,海淀,万柳,6
esf,3室2厅锋尚国际公寓,15500000.0,124848.0,124.15,3室2厅,万柳,北京,海淀,万柳,6
esf,新起点嘉园3室2厅精装修,16880000.0,106801.0,158.05,3室2厅,万柳,北京,海淀,万柳,7
esf,懋源·璟岳4室2厅精装修,16800000.0,102520.0,163.87,4室2厅,万柳,北京,海淀,万柳,7
esf,3室2厅万泉新新家园,26500000.0,144864.0,182.93,3室2厅,万柳,北京,海淀,万柳,7
esf,5室3厅万城华府龙园,100000000.0,253710.0,394.15,5室3厅,万柳,北京,海淀,万柳,7
esf,5室2厅万城华府海园,98000000.0,261054.0,375.4,5室2厅,万柳,北京,海淀,万柳,7
esf,南北通透康桥水郡3室1厅精装修,16990000.0,133779.0,127.0,3室1厅,万柳,北京,海淀,万柳,7
esf,4室2厅万泉新新家园,28500000.0,130249.0,218.81,4室2厅,万柳,北京,海淀,万柳,7
esf,高端楼盘 万柳碧水云天 全南居室 安静不临街 满五年商品房,11000000.0,164917.0,66.7,1室1厅,万柳,北京,海淀,万柳,7
esf,3室1厅碧水云天2期,18880000.0,131111.0,144.0,3室1厅,万柳,北京,海淀,万柳,7
esf,5室3厅万城华府龙园,97000000.0,245445.0,395.2,5室3厅,万柳,北京,海淀,万柳,7
esf,怡水园3室2厅企业推荐房源,15250000.0,94720.0,161.0,3室2厅,万柳,北京,海淀,万柳,7
esf,4室2厅锋尚国际公寓,21990000.0,141870.0,155.0,4室2厅,万柳,北京,海淀,万柳,7
esf,南北通透康桥水郡3室1厅精装修,16990000.0,133779.0,127.0,3室1厅,万柳,北京,海淀,万柳,7
esf,4室2厅万泉新新家园,39800000.0,167262.0,237.95,4室2厅,万柳,北京,海淀,万柳,7
esf,2室1厅阳春光华枫树园,9600000.0,104541.0,91.83,2室1厅,万柳,北京,海淀,万柳,7
esf,3室2厅碧水云天1期,23000000.0,150189.0,153.14,3室2厅,万柳,北京,海淀,万柳,7
esf,万柳书院4室2厅豪华装修,82000000.0,253501.0,323.47,4室2厅,万柳,北京,海淀,万柳,7
esf,5室2厅碧水云天2期,35000000.0,148405.0,235.84,5室2厅,万柳,北京,海淀,万柳,7
esf,光大花园1室1厅精装修,7400000.0,96757.0,76.48,1室1厅,万柳,北京,海淀,万柳,7
esf,3室2厅光大水墨风景,23880000.0,156723.0,152.37,3室2厅,万柳,北京,海淀,万柳,7
esf,"海淀中关村双地铁万柳书院精装3居,高端大平层经典户型亲自拍摄",54000000.0,247275.0,218.38,3室1厅,海淀,北京,海淀,万柳,7
esf,3室2厅阳春光华枫树园,14780000.0,108183.0,136.62,3室2厅,万柳,北京,海淀,万柳,7
esf,3室2厅阳春光华枫树园,14300000.0,111884.0,127.81,3室2厅,万柳,北京,海淀,万柳,7
esf,4室2厅万城华府海园,81000000.0,234782.0,345.0,4室2厅,万柳,北京,海淀,万柳,7
esf,光大花园2室1厅精装修,9300000.0,100000.0,93.0,2室1厅,万柳,北京,海淀,万柳,7
esf,3室2厅阳春光华枫树园,15500000.0,108741.0,142.54,3室2厅,万柳,北京,海淀,万柳,7
esf,万柳书院5室2厅豪华装修,85000000.0,205497.0,413.63,5室2厅,万柳,北京,海淀,万柳,7
esf,南北通透涧桥泊屋2室1厅精装修,14500000.0,113993.0,127.2,2室1厅,万柳,北京,海淀,万柳,7
esf,康桥水郡2室1厅精装修,11990000.0,101981.0,117.57,2室1厅,万柳,北京,海淀,万柳,7
esf,涧桥泊屋2室1厅精装修,15500000.0,134782.0,115.0,2室1厅,万柳,北京,海淀,万柳,7
esf,5室3厅万泉新新家园,53000000.0,160188.0,330.86,5室3厅,万柳,北京,海淀,万柳,7
esf,东边户 双明卫 户型方正 看房随时 车储齐全,39800000.0,165985.0,239.78,5室2厅,万柳,北京,海淀,万柳,7
